Parameter,Average Optimal Value
Population Size 50,48.0
Population Size 200,92.43809523809524
Population Size 150,85.32380952380953
Population Size 100,70.70238095238095
Mutations 75,85.50892857142857
Mutations 50,86.25892857142857
Mutations 25,80.49107142857143
Mutations 200,69.63392857142857
Mutations 100,81.4375
Mutations 10,72.02678571428571
Matings 75,83.69047619047619
Matings 50,83.84126984126983
Matings 25,73.69047619047619
Matings 100,90.19047619047619
Matings 10,72.4702380952381
Iterations 750,33.4375
Iterations 5000,74.375
Iterations 500,27.927083333333332
Iterations 1000000,146.91666666666666
Iterations 100000,141.79166666666666
Iterations 10000,92.40625
Iterations 1000,37.729166666666664
"Four Peaks Test with Genetic Algorithm
"
Iterations,Population Size,Matings,Mutations,Optimal Value,Time
500,50,10,10,15.0,85
500,50,10,25,23.0,77
500,50,10,50,23.0,79
500,50,10,75,43.0,75
500,50,10,100,37.0,81
500,50,10,200,33.0,83
500,50,25,10,13.0,81
500,50,25,25,16.0,86
500,50,25,50,21.0,84
500,50,25,75,26.0,93
500,50,25,100,43.0,85
500,50,25,200,34.0,95
500,100,10,10,15.0,95
500,100,10,25,16.0,105
500,100,10,50,34.0,103
500,100,10,75,31.0,108
500,100,10,100,26.0,110
500,100,10,200,44.0,112
500,100,25,10,14.0,110
500,100,25,25,15.0,120
500,100,25,50,31.0,104
500,100,25,75,27.0,111
500,100,25,100,36.0,114
500,100,25,200,42.0,121
500,100,50,10,11.0,121
500,100,50,25,13.0,127
500,100,50,50,29.0,125
500,100,50,75,26.0,119
500,100,50,100,37.0,125
500,100,50,200,46.0,128
500,100,75,10,10.0,120
500,100,75,25,22.0,122
500,100,75,50,30.0,133
500,100,75,75,34.0,124
500,100,75,100,29.0,127
500,100,75,200,37.0,135
500,150,10,10,22.0,125
500,150,10,25,14.0,116
500,150,10,50,32.0,119
500,150,10,75,25.0,125
500,150,10,100,46.0,123
500,150,10,200,56.0,130
500,150,25,10,23.0,123
500,150,25,25,19.0,119
500,150,25,50,26.0,126
500,150,25,75,35.0,125
500,150,25,100,46.0,136
500,150,25,200,43.0,146
500,150,50,10,11.0,128
500,150,50,25,18.0,139
500,150,50,50,34.0,136
500,150,50,75,32.0,134
500,150,50,100,28.0,133
500,150,50,200,43.0,146
500,150,75,10,16.0,182
500,150,75,25,20.0,142
500,150,75,50,29.0,138
500,150,75,75,27.0,146
500,150,75,100,39.0,149
500,150,75,200,37.0,152
500,150,100,10,23.0,149
500,150,100,25,21.0,143
500,150,100,50,26.0,148
500,150,100,75,34.0,155
500,150,100,100,34.0,153
500,150,100,200,42.0,155
500,200,10,10,12.0,134
500,200,10,25,23.0,127
500,200,10,50,31.0,137
500,200,10,75,24.0,137
500,200,10,100,30.0,161
500,200,10,200,39.0,168
500,200,25,10,14.0,166
500,200,25,25,15.0,184
500,200,25,50,16.0,136
500,200,25,75,36.0,145
500,200,25,100,30.0,144
500,200,25,200,43.0,180
500,200,50,10,14.0,140
500,200,50,25,18.0,150
500,200,50,50,26.0,152
500,200,50,75,31.0,148
500,200,50,100,23.0,164
500,200,50,200,38.0,171
500,200,75,10,15.0,149
500,200,75,25,17.0,264
500,200,75,50,25.0,221
500,200,75,75,33.0,156
500,200,75,100,39.0,153
500,200,75,200,44.0,173
500,200,100,10,14.0,157
500,200,100,25,14.0,168
500,200,100,50,33.0,171
500,200,100,75,31.0,164
500,200,100,100,29.0,165
500,200,100,200,41.0,172
750,50,10,10,17.0,94
750,50,10,25,28.0,95
750,50,10,50,25.0,100
750,50,10,75,28.0,101
750,50,10,100,48.0,104
750,50,10,200,32.0,108
750,50,25,10,25.0,97
750,50,25,25,25.0,106
750,50,25,50,39.0,119
750,50,25,75,40.0,111
750,50,25,100,35.0,108
750,50,25,200,42.0,127
750,100,10,10,19.0,112
750,100,10,25,25.0,330
750,100,10,50,39.0,1954
750,100,10,75,26.0,150
750,100,10,100,38.0,151
750,100,10,200,50.0,130
750,100,25,10,11.0,123
