Parameter,Average Optimal Value
Iterations 5000,0.10793249841555254
Iterations 20000,0.13038487974951518
Iterations 2000,0.11378674936422671
Iterations 15000,0.12422401868725333
Iterations 10000,0.12026915346495742
Iterations 1000,0.09648578676554113
" Traveling Salesman Test with Randomized Hill Climbing
"
Iterations,Optimal Value,Time
1000,0.09648578676554113,13
2000,0.11378674936422671,16
5000,0.10793249841555254,21
10000,0.12026915346495742,25
15000,0.12422401868725333,30
20000,0.13038487974951518,34
