Parameter,Average Optimal Value
Samples to Keep 75,0.07821679252917191
Samples to Keep 50,0.08253680729609587
Samples to Keep 25,0.08515579882508607
Samples to Keep 100,0.07945517240596578
Samples to Keep 10,0.09716766183583177
Samples 50,0.08012688152795414
Samples 200,0.08825215930104367
Samples 150,0.08884836041622725
Samples 100,0.08117715632228582
Iterations 750,0.09516723748244438
Iterations 500,0.08905406298607668
Iterations 250,0.07915275748136955
Iterations 1000,0.09591673195384287
Iterations 100,0.06897951851233093
" Traveling Salesman Test with MIMIC
"
Iterations,Samples,Samples to Keep,Optimal Value,Time
100,50,10,0.06475172944810237,2042
100,50,25,0.06287068894829306,2010
100,100,10,0.08174115173908247,2112
100,100,25,0.0707173260457067,2092
100,100,50,0.06198037197687955,2209
100,100,75,0.04616959218217505,2302
100,150,10,0.0709704026324939,2199
100,150,25,0.07330842102757026,2204
100,150,50,0.0836244563125326,2267
100,150,75,0.06756039410762735,2341
100,150,100,0.062006096481773215,2488
100,200,10,0.07764562150462054,2258
100,200,25,0.06579530563753148,2301
100,200,50,0.0710460856790214,2337
100,200,75,0.08483981527924464,2447
100,200,100,0.05864483719464048,2569
250,50,10,0.07837933309221948,4502
250,50,25,0.06360264143859969,4763
250,100,10,0.09718600004463472,4705
250,100,25,0.07389830433219761,4870
250,100,50,0.07384095792985379,5002
250,100,75,0.055008627455568795,5063
250,150,10,0.09130328940482205,4920
250,150,25,0.09370637267936917,4828
250,150,50,0.07870824927570273,5108
250,150,75,0.07815331530987814,5278
250,150,100,0.06509218151834527,5527
250,200,10,0.09763921882281397,4977
250,200,25,0.08664997396348129,5145
250,200,50,0.07723750219192253,5241
250,200,75,0.08218837407437571,5440
250,200,100,0.07384977816812784,7970
500,50,10,0.08868809064948864,8772
500,50,25,0.07005044652266801,9102
500,100,10,0.11157156618209214,9364
500,100,25,0.09080381029514573,9428
500,100,50,0.08582253645951744,9434
500,100,75,0.06172092735040675,10014
500,150,10,0.1182027762613571,9439
500,150,25,0.09888424764968869,9599
500,150,50,0.0823757902157053,9857
500,150,75,0.0988973964921403,10357
500,150,100,0.08205132474110959,10504
500,200,10,0.09387679828810921,9833
500,200,25,0.078422360382467,9777
500,200,50,0.08468871377321488,10243
500,200,75,0.09149985673238256,10899
500,200,100,0.08730836578173364,11137
750,50,10,0.09421634725989951,12820
750,50,25,0.081179567422973,12745
750,100,10,0.11649683942425129,13499
750,100,25,0.10786814797303827,13320
750,100,50,0.08400185347424623,14241
750,100,75,0.06408114716662812,14313
750,150,10,0.09303191517419196,13626
750,150,25,0.1350284567990558,15794
750,150,50,0.0984401391288866,14414
750,150,75,0.0780988568129715,14900
750,150,100,0.08755720937816973,15353
750,200,10,0.11662215322649606,14915
750,200,25,0.09623971787778306,14174
750,200,50,0.08202281024077591,14929
750,200,75,0.1007053477809921,16004
750,200,100,0.08708529057875082,16040
1000,50,10,0.11472373056426569,16849
1000,50,25,0.08280623993303196,17222
1000,100,10,0.09195268879030927,18155
1000,100,25,0.09267343418984939,18471
1000,100,50,0.08245835053770076,18884
1000,100,75,0.07354949289643242,19118
1000,150,10,0.12503535989823,18368
1000,150,25,0.08674639166932581,18481
1000,150,50,0.09359813841406124,18695
1000,150,75,0.0888681429561237,19689
1000,150,100,0.08995968606454902,20827
1000,200,10,0.11931822430915454,18867
1000,200,25,0.09186412171394538,19068
1000,200,50,0.09820615383141712,19683
1000,200,75,0.10191060134063135,20537
1000,200,100,0.10099695415245824,22965
